19,16,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,19/01/2021 22:02,19/01/2021 22:02
20,17,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,20/01/2021 22:02,20/01/2021 22:02
21,18,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,21/01/2021 22:02,21/01/2021 22:02
22,19,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,22/01/2021 22:02,22/01/2021 22:02
23,20,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,23/01/2021 22:02,23/01/2021 22:02
24,21,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,24/01/2021 22:02,24/01/2021 22:02
25,22,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,25/01/2021 22:02,25/01/2021 22:02
26,23,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,26/01/2021 22:02,26/01/2021 22:02
27,24,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,27/01/2021 22:02,27/01/2021 22:02
28,25,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,28/01/2021 22:02,28/01/2021 22:02
29,26,s/n,CORREO ELECTRÓNICO ,20/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,29/01/2021 22:02,29/01/2021 22:02
30,27,s/n,21014001A000000/0167/2020,20/01/2020,"INFORMA QUE SE LLEVARÁ A CABO LA REUBICACIÓN DEL ESTACIONAMIENTO RIVA PALACIO A Y B, MOTIVO POR EL CUAL SOLICITA INFORMAR SI ESTÁ UNIDAD ADMINISTRATIVA CUENTA CON VEHÍCULOS OFICIALES QUE DEBAN SER CONSIDERADOS A REUBICAR",30/01/2021 22:02,30/01/2021 22:02
31,28,2020-010,21014001010002L/0065/2020,21/01/2020,SOLICITA LA VALIDACIÓN DE LOS RECIBOS TELEFÓNICOS DE LAS LÍNEAS ASIGNADAS A ESTA UNIDAD ADMINISTRATIVA,31/01/2021 22:02,31/01/2021 22:02
32,29,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,01/02/2021 22:02,01/02/2021 22:02
33,30,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,02/02/2021 22:02,02/02/2021 22:02
34,31,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,03/02/2021 22:02,03/02/2021 22:02
35,32,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,04/02/2021 22:02,04/02/2021 22:02
36,33,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,05/02/2021 22:02,05/02/2021 22:02
37,34,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,06/02/2021 22:02,06/02/2021 22:02
38,35,s/n,210C24010/022/2020,22/01/2020,REMITE CD CON EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,07/02/2021 22:02,07/02/2021 22:02
39,36,s/n,TESC/205Ñ101000/DG/014/20,22/01/2020,REMITE CD CON EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,08/02/2021 22:02,08/02/2021 22:02
40,9,s/n,210C27010000000/032/20,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,09/02/2021 22:02,09/02/2021 22:02
41,37,s/n,205T10000/028.01/2020,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,10/02/2021 22:02,10/02/2021 22:02
42,38,s/n,210C1901A-061/2020,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,11/02/2021 22:02,11/02/2021 22:02
43,39,s/n,210C250010/019/2020,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,12/02/2021 22:02,12/02/2021 22:02
44,40,s/n,10C2201A000000-0-0032/2020,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,13/02/2021 22:02,13/02/2021 22:02
45,6,2020-011,21013001L/86/2020,22/01/2020,"REMITE LAS FUNCIONES DE LA DIRECCIÓN DE APOYO A LA VINCULACIÓN, LAS CUALES QUEDARÁN CONTENIDAS EN EL MANUAL GENERAL DE ORGANIZACIÓN, PARA SU REVISIÓN ",14/02/2021 22:02,14/02/2021 22:02
46,41,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,15/02/2021 22:02,15/02/2021 22:02
47,42,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,16/02/2021 22:02,16/02/2021 22:02
48,43,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,17/02/2021 22:02,17/02/2021 22:02
49,44,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,18/02/2021 22:02,18/02/2021 22:02
50,45,s/n,210C28010000000/031/2020,22/01/2020,REMITE CD CON EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,19/02/2021 22:02,19/02/2021 22:02
51,46,s/n,CORREO ELECTRÓNICO ,22/01/2020,REMITE DE MANERA ADJUNTA EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,20/02/2021 22:02,20/02/2021 22:02
52,47,s/n,UPChi/BW205/DVI/01/2020,22/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,21/02/2021 22:02,21/02/2021 22:02
53,38,s/n,210C1901A-058/2020,23/01/2020,REMITE CD CON EL FORMATO DEL SEGUIMIENTO DE LOS CONVENIOS SUSCRITOS ENTRE LA INSTITUCIÓN EDUCATIVA Y LOS DIFERENTES SECTORES,22/02/2021 22:02,22/02/2021 22:02
54,48,s/n,210C09010000000/0041/2020,23/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,23/02/2021 22:02,23/02/2021 22:02
55,6,2020-012,21013001L/104/2020,23/01/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL DR. FRANCISCO JOSÉ PLATA OLVERA, SUBSECRETARIO DE EDUCACIÓN SUPERIOR Y NORMAL, A LA CEREMONIA DE GRADUACIÓN DE LA GENERACIÓN 2015-2020 DEL TECNOLÓGICO DE ESTUDIOS SUPERIORES DE HUIXQUILUCAN",24/02/2021 22:02,24/02/2021 22:02
56,18,s/n,CORREO ELECTRÓNICO ,24/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,25/02/2021 22:02,25/02/2021 22:02
57,49,s/n,210C/06010/027/2020,24/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,26/02/2021 22:02,26/02/2021 22:02
58,50,s/n,210C0201000000/2S.5/042/2020,24/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,27/02/2021 22:02,27/02/2021 22:02
59,51,2020-013,21013001L/118/2019,27/01/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL C. SECRETARIO DE EDUCACIÓN Y PRESIDENTE DE LOS ÓRGANOS DE GOBIERNO DE LOS ORGANISMOS PÚBLICOS DESCENTRALIZADOS DE CARÁCTER ESTATAL DE EDUCACIÓN SUPERIOR, A LAS SESIONES DE JUNTAS Y CONSEJOS DIRECTIVOS SIGUIENTES: MARTES 28 DE ENERO: (10:30) UNIVERSIDAD TECNOLÓGICA FIDEL VELÁZQUEZ Y (14:00) TES HUIXQUILUCAN",28/02/2021 22:02,28/02/2021 22:02
60,45,s/n,210C28010000000/049/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,01/03/2021 22:02,01/03/2021 22:02
61,52,s/n,210C20010000000/018/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,02/03/2021 22:02,02/03/2021 22:02
62,53,s/n,DIR-060/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,03/03/2021 22:02,03/03/2021 22:02
63,54,s/n,210C3701000200L/024/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,04/03/2021 22:02,04/03/2021 22:02
64,55,s/n,210C3101050000L/12/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,05/03/2021 22:02,05/03/2021 22:02
65,35,s/n,210C24010/0027/2019,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,06/03/2021 22:02,06/03/2021 22:02
66,56,s/n,TESJI/DRIyD/0024/2020,27/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,07/03/2021 22:02,07/03/2021 22:02
67,57,2020-014,21000007020000s/0139/2020,28/01/2020,"SOLICITA DESIGNAR A UN ENLACE PARA ASISTIR A LA REUNIÓN DE TRABAJO EN RELACIÓN AL PROYECTO DE ACTUALIZACIÓN DEL PORTAL WEB DE LA SECRETARÍA DE EDUCACIÓN, QUE SE LLEVARÁ A CABO EL PRÓXIMO MIÉRCOLES 29 DE ENERO ",08/03/2021 22:02,08/03/2021 22:02
68,58,2020-015,21000006S/0162/2020,28/01/2020,"REMITE EL CONVENIO CELEBRADO ENTRE LA SECRETARÍA DE EDUCACIÓN Y EL H. AYUNTAMIENTO DE METEPEC, SOLICITANDO SEA RUBRICADO POR LAS AUTORIDADES CORRESPONDIENTES ",09/03/2021 22:02,09/03/2021 22:02
69,58,2020-016,21000006S/0163/2020,28/01/2020,"REMITE EL CONVENIO CELEBRADO ENTRE LA SECRETARÍA DE EDUCACIÓN Y EL H. AYUNTAMIENTO DE NICOLÁS ROMERO, SOLICITANDO SEA RUBRICADO POR LAS AUTORIDADES CORRESPONDIENTES ",10/03/2021 22:02,10/03/2021 22:02
70,36,s/n,TARJETA ,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,11/03/2021 22:02,11/03/2021 22:02
71,59,s/n,210C201A0/065/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,12/03/2021 22:02,12/03/2021 22:02
72,60,s/n,UMB/210C3001000403L/002/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,13/03/2021 22:02,13/03/2021 22:02
73,61,s/n,210C38010/052/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,14/03/2021 22:02,14/03/2021 22:02
74,62,2020-017,205201000/0060/2020,29/01/2020,REMITE  LAS SUGERENCIAS REALIZADAS AL PROYECTO DEL ACUERDO DEL SECRETARIO DE EDUCACIÓN POR EL QUE SE EMITEN LAS REGLAS DE OPERACIÓN DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES,15/03/2021 22:02,15/03/2021 22:02
75,27,s/n,21014001A000000/00423/2020,30/01/2020,SOLICITA DESIGNAR UN ENLACE PARA ASISTIR A LA REUNION EN LA QUE SE TRATARÁN ASUNTOS RELACIONADOS CON LAS MEDIDAS DE AUSTERIDAD Y CONTENCIÓN DEL GASTO PÚBLICO PARA EL EJERCICIO FISCAL 2020,16/03/2021 22:02,16/03/2021 22:02
76,6,2020-019,21013001L/128/2020,30/01/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL C. SECRETARIO DE EDUCACIÓN Y PRESIDENTE DE LOS ÓRGANOS DE GOBIERNO DE LOS ORGANISMOS PÚBLICOS DESCENTRALIZADOS DE CARÁCTER ESTATAL DE EDUCACIÓN SUPERIOR, A LAS SESIONES DE JUNTAS Y CONSEJOS DIRECTIVOS SIGUIENTES: UTTECÁMAC, UPTECÁMAC, TES CHIMALHUACÁN, TESOEM, UNEVET Y UMB",17/03/2021 22:02,17/03/2021 22:02
77,22,s/n,210C21010000000/0039/2020,30/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,18/03/2021 22:02,18/03/2021 22:02
78,63,2020-018,21012000000100S/024/2020,30/01/2020,REMITE  LOS COMENTARIOS CORRESPONDIENTES AL PROYECTO DEL ACUERDO DEL SECRETARIO DE EDUCACIÓN POR EL QUE SE EMITEN LAS REGLAS DE OPERACIÓN DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES,19/03/2021 22:02,19/03/2021 22:02
79,27,s/n,20532A000/0318/2020,04/02/2020,"INFORMA QUE SE LLEVARÁ A CABO LA REUBICACIÓN DEL ESTACIONAMIENTO RIVA PALACIO A Y B, MOTIVO POR EL CUAL INFORMA EL PROCEDIMIENTO A SEGUIR SI LA UNIDAD ADMINISTRATIVA CUENTA CON ESPACIOS DESIGNADOS PARA LOS VEHÍCULOS OFICIALES ",20/03/2021 22:02,20/03/2021 22:02
80,57,2020-020,CIRCULAR No. 005,04/02/2020,"INFORMA QUE SE LLEVARÁN A CABO TALLERES DE CAPACITACIÓN, QUE SERÁN IMPARTIDOS POR EL INSTITUTO DE PROFESIONALIZACIÓN, SOLICITANDO HACER DE SU CONOCIMIENTO AL PERSONAL ADSCRITO A LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ",21/03/2021 22:02,21/03/2021 22:02
81,64,2020-021,CEPE.SE/21000005S/049/2020,05/02/2020,"REMITE EL LISTADO DE LOS ESTUDIANTES QUE EN SU MOMENTO RECIBIERON EL APOYO DE UNA LAP-TOP, DENTRO DEL PROGRAMA ESTATAL DE EXCELENCIA ACADÉMICA PARA LA OBTENCIÓN DE UNA LAPTOP",22/03/2021 22:02,22/03/2021 22:02
82,65,s/n,210C3601000001L/038/2020,05/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,23/03/2021 22:02,23/03/2021 22:02
83,66,s/n,INVITACIÓN,05/02/2020,REMITE INVITACIÓN AL TERCER INFORME ANUAL DE ACTIVIDADES EL PRÓXIMO 03 DE MARZO DEL AÑO EN CURSO ,24/03/2021 22:02,24/03/2021 22:02
84,67,s/n,210C4001A000000/050/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,25/03/2021 22:02,25/03/2021 22:02
85,68,s/n,210C11010/082/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,26/03/2021 22:02,26/03/2021 22:02
86,69,s/n,210C1601000202L-012-2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,27/03/2021 22:02,27/03/2021 22:02
87,70,s/n,210C0301010000L/004/20,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,28/03/2021 22:02,28/03/2021 22:02
88,71,s/n,SOBRE,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,29/03/2021 22:02,29/03/2021 22:02
89,72,s/n,UMB/210C3001030000L/277/2020,06/02/2020,"REMITE LA CALENDARIZACIÓN PARA LA IMPARTICIÓN DE CONFERENCIAS SOBRE ""PARTICIPACIÓN CIUDADANA""",30/03/2021 22:02,30/03/2021 22:02
90,73,s/n,20702004A/048/2020,06/02/2020,"EN EL MARCO DEL PROGRAMA DE BECAS VIAJES AL EXTRANJERO, REMITE URL EXTEMPORANEA  QUE SERÁ HABILITADA DEL 07 AL 13 DE FEBRERO",31/03/2021 22:02,31/03/2021 22:02
91,74,s/n,210C17010/113/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,01/04/2021 22:02,01/04/2021 22:02
92,75,s/n,210C23010/051/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,02/04/2021 22:02,02/04/2021 22:02
93,76,2020000658,FOLIO SIASE,07/02/2020,"CONVOCA A REUNIÓN DE TRABAJO CON LOS EMBAJADORES DE ALEMANIA Y EL MINISTRO DE FRANCIA, SOLICITANDOD ESIGNAR A UN ENLACE PARA ACUDIR ",03/04/2021 22:02,03/04/2021 22:02
